custid,policystartd,policyendd,gender,age,ptype,vclass,vcolor,vmaker,product
ID_600RVK1,9/24/10,9/23/11,Male,38,1,Saloon,,TOYOTA,CarSafe
ID_602ZL89,8/29/10,4/10/11,Male,42,1,Saloon,Grey,TOYOTA,Car Classic
ID_604G4JU,5/2/10,5/1/11,Female,45,1,Saloon,,Mercedes,CarSafe
ID_60F0WZ6,4/27/10,4/26/11,Male,35,2,,,TOYOTA,Car Classic
ID_60GTYO1,12/7/10,12/6/11,Female,33,1,Saloon,Black,TOYOTA,Car Classic
ID_60GZLHW,10/11/10,10/10/11,Female,41,1,,,,CarSafe
ID_60HOAUL,12/17/10,9/22/11,Female,33,1,Saloon,,TOYOTA,Car Classic
ID_60I0MR9,10/2/10,4/1/11,Female,60,1,,Black,Honda,Car Classic
ID_60KDBRH,4/15/10,4/14/11,Female,34,1,Saloon,Grey,TOYOTA,Car Classic
ID_60KMFX7,7/28/10,7/27/11,Male,37,1,Saloon,,Honda,CarSafe
ID_60L6SE2,6/28/10,6/27/11,Entity,8,2,Saloon,Black,Hyundai,Car Classic
ID_60L79WP,4/4/10,4/3/11,Male,38,1,Saloon,Black,TOYOTA,Car Classic
ID_60LELIA,2/8/10,2/7/11,Male,42,1,JEEP,,TOYOTA,CarSafe
ID_60NJ100,6/18/10,6/17/11,Male,29,1,Saloon,Grey,Lexus,Car Classic
ID_60WH5Q6,11/8/10,11/7/11,Male,74,1,,,,CarSafe
ID_613B2ID,10/9/10,10/8/11,Male,32,1,JEEP,,Lexus,Car Classic
ID_614A3TK,11/23/10,5/22/11,Female,40,2,,,,Car Classic
ID_6157HEN,7/29/10,7/28/11,Female,36,1,Saloon,,Kia,CarSafe
ID_616C8HH,2/26/10,2/25/11,,38,1,,,TOYOTA,Car Classic
ID_6188F05,11/22/10,11/21/11,Male,40,1,JEEP,Black,Honda,Car Classic
ID_61CYCPZ,11/5/10,2/9/11,Male,37,1,,,,Car Classic
ID_61LPVSY,7/26/10,7/25/11,Female,32,1,Saloon,,TOYOTA,CarSafe
ID_61VTP3X,7/2/10,7/1/11,Female,34,2,JEEP,Black,TOYOTA,Car Classic
ID_626AOJR,1/8/10,1/7/11,Female,38,2,JEEP,Black,TOYOTA,Car Classic
ID_62C8AB2,6/20/10,6/19/11,Male,45,2,JEEP,Brown,TOYOTA,Car Classic
ID_62DGTRF,4/3/10,4/2/11,Male,50,1,Saloon,,Honda,CarSafe
ID_62LBOWI,12/31/10,12/30/11,Male,44,1,,,,Car Classic
ID_62NQ23O,4/25/10,4/24/11,Female,62,1,Saloon,Wine,Mazda,Car Plus
ID_62NW04O,11/12/10,2/10/11,Male,33,1,,,,Car Classic
ID_62SHOYU,2/5/10,2/4/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_62X9GBQ,12/23/10,12/22/11,Male,36,1,,,,CarSafe
ID_632RK6W,7/30/10,7/29/11,Female,45,4,,White,Ford,CVTP
ID_636I1C6,10/3/10,6/12/11,Male,35,3,Saloon,Green,Honda,Car Classic
ID_638ZU08,4/4/10,3/19/11,Male,26,1,Saloon,Red,TOYOTA,Car Classic
ID_63C4CLI,6/21/10,6/20/11,Female,40,2,JEEP,Black,Hyundai,Car Classic
ID_63HLZ84,2/7/10,2/6/11,Male,34,1,Saloon,Black,TOYOTA,Car Classic
ID_63IZ6R6,1/25/10,1/24/11,NOT STATED,40,1,Saloon,,Honda,CarSafe
ID_63MHSH7,1/28/10,1/27/11,Male,50,1,JEEP,Black,Infiniti,Car Classic
ID_63OJLBJ,3/4/10,3/3/11,Joint Gender,33,1,Saloon,Black,Hyundai,Car Classic
ID_63R8298,1/23/10,1/22/11,Male,35,1,Saloon,Red,TOYOTA,Car Classic
ID_63SYCTG,4/9/10,4/8/11,Male,67,2,,,TOYOTA,Car Classic
ID_63U4960,9/12/10,9/11/11,Entity,8,1,,As Attached,Hyundai,Car Plus
ID_640Z1Y8,2/9/10,2/8/11,Male,40,1,Saloon,,Hyundai,CarSafe
ID_641JVTZ,7/11/10,7/10/11,Male,54,1,Saloon,Green,Lexus,Car Classic
ID_6429JJG,1/4/10,1/3/11,Female,42,1,Saloon,Red,TOYOTA,Car Classic
ID_64376DG,11/4/10,11/3/11,Male,25,1,Saloon,,Honda,Car Classic
ID_6461UMF,3/15/10,3/14/11,Entity,50,1,Saloon,,Nissan,CarSafe
ID_646XA5G,10/11/10,10/10/11,Female,42,1,,As Attached,Lexus,Car Classic
ID_649JDR4,7/23/10,7/22/11,Male,36,1,Saloon,Purple,BMW,Car Plus
ID_64MWZ3U,5/28/10,5/27/11,Joint Gender,40,1,JEEP,Black,Lexus,Car Classic
ID_64QNWWV,5/18/10,5/16/11,Female,40,1,Saloon,Blue,TOYOTA,Car Classic
ID_653F4VX,1/24/10,1/23/11,Male,45,2,Saloon,Black,Nissan,Car Plus
ID_6572RF8,9/13/10,9/12/11,Male,2,1,,,,CarSafe
ID_65A0VE7,5/24/10,5/23/11,Female,55,1,,As Attached,Lexus,Car Classic
ID_65BZ4XC,3/26/10,3/25/11,Male,45,1,Saloon,,TOYOTA,CarSafe
ID_65JG9RZ,3/6/10,3/4/11,Male,36,1,Saloon,,TOYOTA,Car Classic
ID_65P80P6,11/18/10,11/17/11,Male,46,1,,,,CarSafe
ID_65VKVEA,9/1/10,8/30/11,Female,31,1,Saloon,,TOYOTA,Car Classic
ID_65VVKWM,5/8/10,5/7/11,Female,57,1,JEEP,Black,Land Rover.,Car Classic
ID_65WBCLK,4/12/10,4/10/11,Female,36,1,Saloon,,TOYOTA,Car Classic
ID_6601RG1,12/17/10,12/16/11,Male,39,1,Van,Ash,TOYOTA,Car Classic
ID_6673XOG,10/24/10,10/23/11,Female,41,1,,,,CarFlex
ID_66BO7U7,2/25/10,2/24/11,Male,51,4,,Black,Range Rover,Customized Motor
ID_66FZT15,4/30/10,4/29/11,Male,71,1,Saloon,,Peugeot,CarSafe
ID_66G59WM,12/5/10,12/4/11,Male,41,1,,,,Car Classic
ID_66MNBAW,2/27/10,2/26/11,Female,39,2,JEEP,,Mercedes,Car Classic
ID_66OU17E,10/24/10,10/23/11,Male,36,1,,,,CarSafe
ID_66U2UOI,7/18/10,7/17/11,Male,42,1,Saloon,,TOYOTA,CarSafe
ID_66X6JH5,7/9/10,7/8/11,Female,29,1,Saloon,,TOYOTA,CarSafe
ID_66YUKKM,9/27/10,9/26/11,Male,33,1,Saloon,,Honda,Car Classic
ID_67027TB,6/30/10,6/15/11,Male,38,1,Saloon,Grey,Mitsubishi,Car Classic
ID_679J9GV,12/30/10,12/29/11,Entity,48,1,,As Attached,Iveco,CVTP
ID_67EFHDL,4/29/10,4/28/11,Female,41,1,Saloon,,TOYOTA,Car Classic
ID_67LWOMS,3/4/10,3/3/11,Male,41,1,Saloon,Blue,Hyundai,Car Classic
ID_67N2FUW,8/17/10,8/15/11,Male,38,1,,,,CarSafe
ID_67TD56Z,1/21/10,1/20/11,Male,35,1,Saloon,,TOYOTA,CarSafe
ID_67WGX0X,11/14/10,11/13/11,Male,55,4,,,,CarSafe
ID_67XG789,6/25/10,6/24/11,Female,29,1,Saloon,,TOYOTA,Car Plus
ID_686A5XM,10/18/10,1/17/11,Male,41,1,JEEP,,TOYOTA,Car Classic
ID_6876STT,12/24/10,12/23/11,Female,57,1,JEEP,Black,Ford,Car Classic
ID_68LINXE,6/24/10,6/22/11,Female,36,1,Saloon,,TOYOTA,CarSafe
ID_68MB5N8,11/27/10,11/11/11,Male,25,1,,,,Car Classic
ID_68UR4YA,9/14/10,9/13/11,Male,45,1,JEEP,Ash,TOYOTA,Car Classic
ID_68YAO6I,11/22/10,11/21/11,Male,41,1,,,,CarSafe
ID_694CW3G,4/17/10,4/16/11,Male,54,1,Saloon,,Subaru,CarSafe
ID_699SRVB,10/15/10,10/14/11,Male,36,2,,,,Car Classic
ID_69HE3AK,8/7/10,5/7/11,Female,38,1,JEEP,Wine,Honda,Car Plus
ID_69HMVYP,1/7/10,1/7/11,Joint Gender,39,1,JEEP,Grey,Lexus,CarFlex
ID_69L7GV4,4/12/10,4/11/11,Female,31,1,,,Honda,Car Classic
ID_69VW34B,10/2/10,4/1/11,Male,40,1,Saloon,Grey,Honda,Car Classic
ID_6A0TU8D,4/25/10,4/24/11,Male,38,1,Saloon,Grey,TOYOTA,Car Classic
ID_6ABT32L,9/24/10,9/23/11,Male,45,1,JEEP,,Mitsubishi,CarSafe
ID_6AK4W4I,11/14/10,11/13/11,Male,39,2,Saloon,Silver,Kia,Car Classic
ID_6APW477,9/9/10,9/8/11,Female,40,1,,,,CVTP
ID_6AS6Q92,10/25/10,10/24/11,Male,20,1,,,,CarSafe
ID_6AWAU44,2/28/10,2/27/11,Female,29,1,Saloon,Blue,TOYOTA,Car Classic
ID_6AYESWT,12/11/10,12/10/11,Male,52,1,Saloon,Black,Kia,Car Classic
ID_6B1ZQPT,3/9/10,3/7/11,Male,53,1,Saloon,Grey,TOYOTA,Car Classic
ID_6B20VXB,6/14/10,6/13/11,,35,1,Saloon,Silver,TOYOTA,Car Classic
ID_6B6P1HW,3/5/10,3/4/11,Male,1,1,Saloon,,Kia,CarSafe
ID_6B9BL2C,10/29/10,9/2/11,Male,41,1,,As Attached,TOYOTA,Car Classic
ID_6BFXQO9,9/19/10,9/18/11,Male,49,1,,,,CarSafe
ID_6BGJ3Y1,8/1/10,7/30/11,Male,31,1,Saloon,,TOYOTA,Car Classic
ID_6BJ06GD,12/8/10,12/7/11,Male,38,1,,,,Car Classic
ID_6BJMPUY,2/26/09,6/25/16,Male,37,1,Saloon,Black,TOYOTA,Car Classic
ID_6BKZ1VU,9/26/10,1/25/11,Female,37,1,Saloon,Blue,TOYOTA,Car Classic
ID_6BNIRSR,2/14/10,2/13/11,Female,71,1,JEEP,Grey,TOYOTA,Car Classic
ID_6BQCSO7,12/30/10,12/29/11,Male,38,1,,,,Car Classic
ID_6BZSWCL,3/14/10,3/12/11,Male,64,1,Saloon,Black,Mercedes,Car Plus
ID_6C1BJ3D,2/26/10,2/25/11,Female,37,1,Mini Van,Black,TOYOTA,Car Classic
ID_6C31J7O,11/29/10,11/28/11,Female,42,3,Saloon,,Kia,Car Classic
ID_6C399IK,11/13/10,11/12/11,Male,40,1,,,,CarSafe
ID_6C5FQNG,3/7/10,3/6/11,Male,38,1,,Blue,.,Motor Cycle
ID_6C5OTWT,7/9/10,1/14/11,Male,33,1,Saloon,Gold,TOYOTA,Car Classic
ID_6CFBBOH,9/20/10,9/19/11,Male,41,1,Saloon,,Nissan,CarSafe
ID_6CGDXD7,7/23/10,7/22/11,Male,20,1,,,TOYOTA,Car Classic
ID_6CN75KA,3/28/10,3/27/11,Male,41,1,Saloon,,Honda,CarSafe
ID_6CNJC7B,3/9/10,3/8/11,Male,42,1,Saloon,,Volkswagen,CarSafe
ID_6CNP8XE,4/2/10,4/1/11,Female,28,1,Saloon,Brown,Pontiac,Car Plus
ID_6CXA9U6,9/12/10,9/11/11,Male,64,1,JEEP,Dark Gray,TOYOTA,Car Classic
ID_6D03AEC,11/27/10,11/26/11,Male,27,1,,,,Car Classic
ID_6D76FF3,4/8/10,3/11/11,Female,35,1,JEEP,,Honda,Car Classic
ID_6DB1M7S,8/2/10,8/1/11,Entity,18,1,,Black,Hyundai,Customized Motor
ID_6DLR73G,12/12/10,12/11/11,Male,40,1,,,,CarSafe
ID_6DN92LY,11/26/10,11/10/11,Female,45,2,,,,Car Classic
ID_6DQDF57,10/4/10,10/3/11,,61,1,,,,Car Classic
ID_6DSDRP1,12/13/10,1/4/11,SEX,33,1,,,,Car Classic
ID_6DZBUEF,8/6/10,8/5/11,Joint Gender,12,2,,,TOYOTA,Car Classic
ID_6E3BSG8,10/15/10,10/14/11,Female,34,1,,,,Car Classic
ID_6E5EJVI,1/20/10,1/19/11,Male,46,1,JEEP,,BMW,CarSafe
ID_6E7P4HI,10/21/10,10/19/11,Female,38,1,Saloon,As Attached,TOYOTA,Car Classic
ID_6ECN3Z8,1/15/10,1/14/11,,12,3,,Grey,Hyundai,Customized Motor
ID_6EFQPR8,2/1/10,1/31/11,Male,37,2,Saloon,,Nissan,CarSafe
ID_6EM7BN7,2/2/10,2/1/11,Female,38,1,Saloon,Black,TOYOTA,Car Classic
ID_6EMNDG7,4/5/10,4/4/11,NOT STATED,45,1,Saloon,,Nissan,CarSafe
ID_6ETPC71,3/4/10,3/3/11,Entity,5,1,Truck,Blue,Iveco,CVTP
ID_6F0FUYA,11/24/10,11/23/11,Male,31,1,,,,Car Classic
ID_6F0RLLJ,12/18/10,12/17/11,Male,38,2,,,,Car Classic
ID_6F3SKE5,7/30/10,7/29/11,Male,40,1,Saloon,Red,TOYOTA,Car Classic
ID_6F69Y63,5/27/10,2/24/11,Male,35,1,JEEP,Black,TOYOTA,Car Classic
ID_6FKAC84,8/23/10,8/28/11,Female,31,1,,,,Car Plus
ID_6FL1ZMC,3/9/10,3/8/11,Male,47,2,Saloon,,Kia,Car Plus
ID_6FN406T,8/19/10,8/18/11,Male,69,1,Saloon,Silver,Honda,Car Classic
ID_6FN4BGY,8/19/10,8/18/11,Male,42,1,,,,CarSafe
ID_6G05QVX,8/16/10,4/15/11,Female,49,1,JEEP,,TOYOTA,Car Classic
ID_6G6V19V,9/30/10,9/29/11,Female,1,1,,,,CarSafe
ID_6G6X8TA,7/9/10,7/8/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_6G901AK,2/27/10,2/26/11,Male,61,1,Saloon,,TOYOTA,CarSafe
ID_6GDCBWH,10/22/10,10/21/11,Male,39,1,,,,CarSafe
ID_6GFM9KM,12/12/10,12/11/11,Male,20,1,Saloon,,TOYOTA,CarSafe
ID_6GH8SSO,3/4/10,3/3/11,Male,36,1,Saloon,,Kia,CarSafe
ID_6GO5GX2,6/6/10,6/5/11,Male,41,1,,Blue,Mack,CVTP
ID_6GP50C5,3/19/10,3/18/11,Female,44,1,Saloon,,Honda,CarSafe
ID_6GTOO14,10/30/10,1/4/11,SEX,32,1,,,,Car Classic
ID_6H3M45U,5/27/10,5/26/11,Female,58,1,Saloon,,TOYOTA,CarSafe
ID_6HAVVLH,12/10/10,6/9/11,Female,39,1,,,,Car Classic
ID_6HGPMYU,10/24/10,10/23/11,Female,1,1,,,,CarSafe
ID_6HO4Y9E,7/29/10,6/4/11,Female,59,2,JEEP,Black,Hyundai,Car Classic
ID_6HXYEM5,2/22/10,2/21/11,Male,31,1,Saloon,Grey,Lexus,Car Plus
ID_6HZ5YTU,4/18/10,4/17/11,Female,77,1,Saloon,Ash,TOYOTA,Car Classic
ID_6I04XX5,2/8/10,2/7/11,Female,50,2,JEEP,Black,Lexus,Customized Motor
ID_6I33UPZ,9/13/10,9/12/11,Male,35,1,,,,CarSafe
ID_6I79U0R,8/19/10,8/18/11,Male,50,2,Saloon,Black,TOYOTA,Car Classic
ID_6IALR2Z,10/4/10,10/3/11,Male,74,1,,,,Car Classic
ID_6IBV5U6,12/23/10,11/24/11,Female,37,1,,,Lexus,Car Classic
ID_6IC6IOE,1/29/10,1/28/11,Male,35,1,Saloon,,Kia,CarSafe
ID_6ICPY35,2/12/10,2/10/11,Male,35,1,Saloon,As Attached,TOYOTA,Car Classic
ID_6IVPGMY,5/22/10,5/21/11,Female,34,1,JEEP,,TOYOTA,Customized Motor
ID_6J0W3WO,5/27/10,5/26/11,Female,60,1,JEEP,Gold,Honda,Car Classic
ID_6J5U29P,3/26/10,3/25/11,Female,32,1,Saloon,Red,TOYOTA,Car Classic
ID_6J9MVQN,10/11/10,10/10/11,Male,34,1,,,,Car Classic
ID_6JM0000,9/16/10,3/15/11,Female,2,1,Saloon,Red,TOYOTA,Car Classic
ID_6JPES4D,11/27/10,11/26/11,Male,53,1,JEEP,Black,TOYOTA,Car Classic
ID_6JR6B20,1/23/10,1/22/11,Female,34,1,JEEP,,TOYOTA,CarSafe
ID_6JU8PJR,3/12/10,3/10/11,Male,45,1,Saloon,,TOYOTA,Car Classic
ID_6JUNMLS,3/27/10,3/26/11,Male,48,1,,,TOYOTA,Customized Motor
ID_6JWVT9Y,12/19/10,6/18/11,Male,33,1,,,,Car Classic
ID_6K02AYN,2/18/10,2/17/11,Male,39,1,Saloon,,TOYOTA,CarSafe
ID_6K0OL6Y,1/28/10,1/27/11,Male,37,1,Saloon,,TOYOTA,CarSafe
ID_6K3ENOM,6/6/10,6/5/11,Male,65,4,,As Attached,Mercedes,Muuve
ID_6K4VID7,11/21/10,11/20/11,,35,1,,As Attached,TOYOTA,Car Classic
ID_6KCUFNQ,10/23/10,10/22/11,Male,63,1,,,,CarSafe
ID_6KDXB15,4/26/10,4/25/11,Male,56,1,,Blue,Iveco,CVTP
ID_6KH5WVH,3/1/10,2/28/11,Male,76,2,JEEP,Black,TOYOTA,Customized Motor
ID_6KJ3F6U,1/18/10,1/17/11,Male,65,1,Saloon,Black,TOYOTA,Car Classic
ID_6KLEBAH,4/11/10,4/10/11,Male,55,1,Saloon,,Honda,CarSafe
ID_6KNNURN,9/16/10,9/15/11,Female,35,1,,,,Car Classic
ID_6KNTXTK,1/16/10,1/15/11,Male,34,2,Saloon,,TOYOTA,Car Plus
ID_6KRULZH,3/26/10,3/25/11,Male,52,1,Saloon,Black,TOYOTA,Car Classic
ID_6KS3OWD,5/22/10,5/11/11,Male,61,4,Saloon,Grey,TOYOTA,Car Classic
ID_6KUYN84,6/7/10,6/6/11,Male,40,1,Saloon,,Honda,CarSafe
ID_6KZOZP4,10/2/10,10/1/11,Male,46,1,,,,CarSafe
ID_6L1NXHD,9/5/10,9/4/11,,7,1,,,,Car Classic
ID_6L2ZVXP,3/29/10,3/28/11,Female,45,1,JEEP,Green,TOYOTA,Car Classic
ID_6L7AZ61,6/20/10,6/19/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_6L7MEWY,9/25/10,9/24/11,Male,45,2,,,Kia,Car Classic
ID_6L7Y222,9/30/10,3/29/11,Male,34,1,,,,Car Classic
ID_6L9DJCF,12/17/10,12/16/11,Male,65,1,,As Attached,Mercedes,Car Classic
ID_6LBLOTX,6/4/10,6/3/11,Male,30,1,Saloon,,Mercedes,CarSafe
ID_6LE8PSN,9/2/10,9/1/11,NOT STATED,40,1,,,,CarSafe
ID_6LFSANT,2/4/10,2/3/11,Male,38,1,Saloon,,BMW,CarSafe
ID_6M1F1M6,1/17/10,1/16/11,Female,29,1,JEEP,Blue,TOYOTA,Car Classic
ID_6M8R90M,8/16/10,8/15/11,Female,33,1,,,,Car Classic
ID_6M9IP1H,6/27/10,6/26/11,Female,35,1,Saloon,Grey,Mercedes,Car Classic
ID_6MBX9OY,2/27/10,2/26/11,Female,36,1,JEEP,Black,Ford,Car Classic
ID_6MCANTD,2/1/10,1/31/11,Male,37,2,Saloon,,TOYOTA,CarSafe
ID_6MGYIU6,10/30/10,10/29/11,Female,66,1,Saloon,Ash,TOYOTA,Car Classic
ID_6MKWXHS,9/25/10,6/28/11,Male,64,2,,As Attached,Volkswagen,Car Classic
ID_6MLSPUG,1/30/10,1/29/11,Female,59,2,Saloon,Green,Pontiac,Car Classic
ID_6MRNO1C,2/13/10,2/12/11,Male,37,1,Saloon,Silver,TOYOTA,Car Classic
ID_6MSPHUC,7/15/10,7/14/11,Male,47,1,Saloon,,TOYOTA,CarSafe
ID_6MVDWFS,2/28/10,2/27/11,Female,71,1,Saloon,,Lexus,Car Classic
ID_6N2O8DC,10/7/10,7/4/11,Male,38,1,Saloon,Red,TOYOTA,Car Classic
ID_6N51QTW,7/26/10,7/25/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_6N9TJ9F,8/27/10,8/26/11,Male,33,1,,,,CarSafe
ID_6NDKBGA,4/25/10,4/24/11,Male,32,2,Saloon,As Attached,Lexus,Car Plus
ID_6NMYGD5,11/12/10,10/6/11,Male,50,2,JEEP,Black,TOYOTA,Car Classic
ID_6NP5YNB,2/15/10,2/14/11,Female,73,3,JEEP,Black,TOYOTA,Car Classic
ID_6NRJQY4,6/27/10,6/26/11,Male,40,4,Saloon,,TOYOTA,CarSafe
ID_6NRO2VK,4/4/10,4/3/11,Female,34,1,Saloon,Grey,TOYOTA,Car Classic
ID_6NXNWO3,8/7/10,8/6/11,Male,39,1,,,,Car Classic
ID_6NXP5RR,11/20/10,11/19/11,Female,46,1,,,,CarSafe
ID_6O5CAII,4/16/10,4/15/11,Male,33,2,JEEP,White,Lexus,CarSafe
ID_6O64RFL,3/4/10,3/3/11,Male,47,1,Saloon,Black,Honda,CarSafe
ID_6O8LOZY,11/15/10,8/14/11,Female,41,2,,,,Customized Motor
ID_6ODZ8MQ,9/24/10,9/23/11,Male,1,1,,,,CarSafe
ID_6OGO2U6,7/2/10,12/31/10,Male,54,1,Saloon,Silver,TOYOTA,Customized Motor
ID_6OHN8C8,5/2/10,5/1/11,Male,50,1,JEEP,,Ford,CarSafe
ID_6OMTF4T,5/23/10,5/22/11,Male,44,1,,,Mercedes,Car Classic
ID_6OPHX5T,12/3/10,12/2/11,Male,45,2,JEEP,Black,Land Rover,Customized Motor
ID_6OQX8ZV,2/13/10,2/12/11,Female,72,1,Saloon,,Nissan,CarSafe
ID_6OS27XB,11/25/10,11/24/11,Male,51,2,,,,Car Classic
ID_6OSDLXZ,4/9/10,4/7/11,Male,57,1,JEEP,,Nissan,CarSafe
ID_6OXXURR,12/23/10,12/22/11,Male,10,1,,,,CarSafe
ID_6P7DEGV,2/20/10,2/19/11,Male,39,2,Wagon,Gold,TOYOTA,Car Classic
ID_6PC2Q4D,3/6/10,3/5/11,Male,20,1,Saloon,,TOYOTA,CarSafe
ID_6PFD1T1,5/27/10,5/26/11,Female,60,1,Saloon,,Mercedes,Car Classic
ID_6PGD39I,12/20/10,12/19/11,Male,36,1,,,,Car Classic
ID_6PL4XJ2,4/25/10,4/24/11,Female,62,1,JEEP,Silver,Ford,Car Classic
ID_6PM0MIH,1/22/10,1/21/11,Female,40,1,JEEP,Grey,TOYOTA,Car Classic
ID_6PN1UNJ,9/19/10,9/18/11,Female,36,1,,,,CarSafe
ID_6PVG10P,7/27/10,7/26/11,Male,50,1,Saloon,,Hyundai,CarSafe
ID_6PW8L52,3/13/10,3/12/11,Male,51,1,Saloon,,TOYOTA,CarSafe
ID_6PXRBFP,3/12/10,3/10/11,Male,36,1,JEEP,Green,TOYOTA,Car Plus
ID_6PYU4A3,10/31/10,10/30/11,Male,47,2,,,Mercedes,Car Classic
ID_6PZ19VM,12/2/10,12/1/11,Female,32,1,,,,Car Classic
ID_6PZRRII,6/3/10,6/2/11,Male,33,1,Saloon,,TOYOTA,CarSafe
ID_6Q0N9QU,4/25/10,4/24/11,Male,35,1,Saloon,Black,TOYOTA,Car Classic
ID_6Q23BJO,11/28/10,11/27/11,Female,20,1,JEEP,Black,Lexus,Car Classic
ID_6Q6BWR5,12/24/10,12/23/11,Male,35,1,,,,CarSafe
ID_6Q6E7QP,7/15/10,7/14/11,Male,61,1,Saloon,,Honda,CarSafe
ID_6Q71NVZ,1/17/10,1/6/11,Male,36,2,Saloon,,TOYOTA,Car Classic
ID_6Q9TXF8,8/22/10,8/21/11,Female,26,1,,,,Car Classic
ID_6QBL5IR,11/5/10,11/4/11,Male,40,1,,,,CarSafe
ID_6QI137H,4/16/10,4/15/11,Female,40,1,Saloon,,Peugeot,CarSafe
ID_6QITM97,6/1/10,5/31/11,Entity,93,7,Saloon,White,Honda,CarSafe
ID_6QM7KFX,8/20/10,8/18/11,Male,39,1,,,,CarSafe
ID_6QNLL4L,3/12/10,3/11/11,Female,35,1,Mini Bus,Grey,TOYOTA,Car Classic
ID_6QPU7F9,8/29/10,8/28/11,Female,34,1,Saloon,,Honda,Car Classic
ID_6QTQXLJ,4/18/10,4/17/11,Female,36,1,JEEP,Grey,Volvo,Car Classic
ID_6QWAOT6,5/17/10,5/16/11,,50,1,Saloon,Black,Hyundai,Car Classic
ID_6R0ACNA,5/10/10,5/9/11,Joint Gender,56,1,JEEP,Ash,Hyundai,Car Classic
ID_6RBVO0O,7/9/10,7/8/11,Male,41,1,Saloon,,TOYOTA,Car Classic
ID_6REAF09,11/26/10,11/25/11,Male,58,1,,,,Car Classic
ID_6ROU9K8,11/6/10,6/26/11,Male,36,1,Saloon,,TOYOTA,Car Classic
ID_6RPEO6N,4/30/10,4/29/11,Male,39,3,Saloon,Black,Volkswagen,Car Classic
ID_6RY53D7,1/30/10,1/29/11,Female,34,1,Saloon,Ash,Honda,Car Classic
ID_6RZHUBX,7/31/10,2/14/11,Male,44,1,,,,Car Classic
ID_6S0YW7R,7/10/10,7/7/11,Male,60,1,JEEP,Black,TOYOTA,Car Classic
ID_6S35KHP,11/1/10,10/31/11,Male,62,1,,,,CarSafe
ID_6S3P4I3,12/17/10,4/24/11,Male,40,1,,,Lexus,Car Classic
ID_6S5WP7L,3/26/10,3/25/11,Male,1,1,Saloon,,TOYOTA,CarSafe
ID_6S6V4IV,2/1/10,1/31/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_6S72YVO,7/5/10,6/19/11,Male,29,1,Saloon,Green,TOYOTA,Car Classic
ID_6S775KL,9/11/10,9/10/11,Male,40,1,,,,CarSafe
ID_6SHGRRA,5/30/10,5/29/11,Female,39,1,Saloon,,Honda,CarSafe
ID_6SKJGNE,10/29/10,10/28/11,Female,47,1,,,,CarSafe
ID_6SSP9J2,11/7/10,11/6/11,Male,40,1,,,,CarSafe
ID_6SYN6B4,1/24/10,1/23/11,Female,36,1,JEEP,Black,Hyundai,Car Classic
ID_6T2W553,3/11/10,3/10/11,Male,54,2,Saloon,As Attached,Mercedes,Customized Motor
ID_6T57WXV,11/4/10,11/3/11,Male,49,1,,,,CarSafe
ID_6T6EYUD,10/1/10,9/30/11,Entity,30,10,,,Mitsubishi,CarSafe
ID_6T88BRP,11/6/10,5/6/11,Female,39,1,Saloon,Silver,Lexus,Car Classic
ID_6TBDXHI,10/29/10,10/28/11,Male,37,1,,,,Car Classic
ID_6TH7AJI,2/21/10,2/20/11,Female,31,1,Saloon,Grey,TOYOTA,Car Classic
ID_6THX1Q3,10/23/10,10/22/11,Male,78,2,Saloon,,TOYOTA,Car Classic
ID_6TJTZ7J,3/20/10,3/19/11,Female,40,1,Saloon,,TOYOTA,CarSafe
ID_6TN5R96,10/21/10,10/20/11,Male,45,1,JEEP,Red,Lexus,Car Classic
ID_6TPT10M,10/11/10,10/10/11,Female,52,1,,,,CarSafe
ID_6TQDKC4,12/30/10,12/29/11,Female,46,1,,,,CarSafe
ID_6U0EA2W,3/1/10,2/28/11,Male,49,1,JEEP,Black,TOYOTA,Car Classic
ID_6U9E672,11/20/10,5/19/11,Male,38,1,,,,CVTP
ID_6UC4W5O,5/2/10,5/1/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_6UDCQC4,1/3/10,1/2/11,Male,35,1,Saloon,Silver,TOYOTA,Car Classic
ID_6UDEWVH,10/16/10,10/15/11,Female,70,3,,,,CarSafe
ID_6UFOEOL,1/8/10,1/7/11,Female,37,1,JEEP,Ash,TOYOTA,Car Classic
ID_6UJV651,10/29/10,10/28/11,Male,56,1,,,,CarSafe
ID_6ULLZ1Z,5/9/10,5/8/11,Male,41,1,Mini Bus,Green,TOYOTA,Car Classic
ID_6URBPZJ,4/5/10,4/4/11,Male,47,3,Saloon,Grey,TOYOTA,Car Classic
ID_6UXMWAV,9/16/10,9/15/11,Male,41,1,,,,CarSafe
ID_6V3QUNC,10/4/10,1/4/11,Male,35,1,,,,Car Classic
ID_6V5ADS6,3/18/10,3/17/11,Female,59,2,JEEP,Black,TOYOTA,Car Classic
ID_6V7CPHE,6/3/10,3/20/11,Male,33,1,JEEP,Black,Range Rover,Car Classic
